productTitle,productPrice,shop,brandName,mainCategoryName,subCategoryName,size
sprite zero lemon,9.65,IGA,Sprite,Soft Drinks,,6-pack
sprite zero lemon,4.25,IGA,Sprite,Soft Drinks,,600ml
sprite zero lemon,3.85,IGA,Sprite,Soft Drinks,,1250ml
sprite zero sugar bottle,1.92,IGA,Sprite,Soft Drinks,,1250ml
sprite zero sugar lemonade bottle,3.4,IGA,Sprite,Soft Drinks,,2000ml
sprite zero sugar lemonade multipack bottles,19.0,IGA,Sprite,Soft Drinks,,12-pack
sprite zero sugar lemonade multipack cans,11.4,IGA,Sprite,Soft Drinks,,10-pack
staminade hydrate orange ess sugar m,10.8,IGA,Staminade,Soft Drinks,,25000ml
strangelove coastal tonic,8.4,IGA,Strangelove,Soft Drinks,,4-pack
strangelove lime and jalapeno lo-cal,13.5,IGA,Strangelove,Soft Drinks,,300ml
strangelove mixers coastal tonic,5.6,IGA,Strangelove,Soft Drinks,,540ml
strangelove mixers salted grapefruit tonic,5.6,IGA,Strangelove,Soft Drinks,,540ml
strangelove salted grapefruit,8.4,IGA,Strangelove,Soft Drinks,,180ml
sunkist orange,26.0,IGA,Sunkist,Soft Drinks,,30-pack
sunkist orange bottle,3.0,IGA,Sunkist,Soft Drinks,,1250ml
sunkist orange bottle,3.5,IGA,Sunkist,Soft Drinks,,600ml
sunkist orange multipack cans,18.0,IGA,Sunkist,Soft Drinks,,10-pack
sunkist orange multipack mini cans,7.5,IGA,Sunkist,Soft Drinks,,6-pack
sunkist orange soft drink,3.6,IGA,Sunkist,Soft Drinks,,2000ml
sunkist orange zero sugar bottle,3.0,IGA,Sunkist,Soft Drinks,,1250ml
sunkist zero sugar,18.0,IGA,Sunkist,Soft Drinks,,10-pack
sunkist zero sugar cans pack of 24 pack 24 pack,19.9,IGA,Sunkist,Soft Drinks,,375ml
sunkist zero sugar orange,6.3,IGA,Sunkist,Soft Drinks,,6-pack
sweet fa kiwi strawberry,2.5,IGA,Sweet,Soft Drinks,,500ml
tru blu ceda classic creaming soda,1.45,IGA,Tru,Soft Drinks,,1250ml
tru blu ceda creaming soda,2.4,IGA,Tru,Soft Drinks,,2000ml
tru blu club soda water,1.45,IGA,Tru,Soft Drinks,,1250ml
tru blu creaming soda,11.2,IGA,Tru,Soft Drinks,,12-pack
tru blu crush orange,1.45,IGA,Tru,Soft Drinks,,1250ml
tru blu crush passion,2.4,IGA,Tru,Soft Drinks,,2000ml
tru blu lido lemonade,11.2,IGA,Tru,Soft Drinks,,12-pack
tru blu lido lemonade bottle,1.45,IGA,Tru,Soft Drinks,,1250ml
tru blu lido lemonade bottle,2.4,IGA,Tru,Soft Drinks,,2000ml
tru blu lime crush bottle,2.4,IGA,Tru,Soft Drinks,,2000ml
tru blu orange crush,11.2,IGA,Tru,Soft Drinks,,12-pack
tru blu pub squash,1.45,IGA,Tru,Soft Drinks,,1250ml
tru blu pub squash,2.4,IGA,Tru,Soft Drinks,,2000ml
tru blu pub squash,11.2,IGA,Tru,Soft Drinks,,12-pack
vanilla coke soft drink,3.9,IGA,Vanilla,Soft Drinks,,2000ml
wild one organic amazon lime sparkling,4.9,IGA,Wild,Soft Drinks,,345ml
wild one organic blood orange sparkling,4.9,IGA,Wild,Soft Drinks,,345ml
wild one organic orange juice,5.4,IGA,Wild,Soft Drinks,,360ml
wild one organic passionfruit sparkling,4.9,IGA,Wild,Soft Drinks,,345ml
wild one original raspberry lemonade sparkling,4.9,IGA,Wild,Soft Drinks,,345ml
wild one sparkling blood orange,4.9,IGA,Wild,Soft Drinks,,330ml
