productTitle,productPrice,subCategoryName
Pureharvest Organic Long Life Oat Milk | 1L,2.4,Organic Long Life Milk
Australia's Own Unsweetened Organic Almond Milk | 1L,3.1,Organic Long Life Milk
Oatly Organic Oat Milk | 1L,5.5,Organic Long Life Milk
Pureharvest Organic Malt Free Long Life Soy Drink | 1L,2,Organic Long Life Milk
Australia's Own Organic Oat Milk | 1L,3.5,Organic Long Life Milk
Coles Organic Full Cream Milk UHT | 1L,2.35,Organic Long Life Milk
